lizard,rep,uniID,status,relocation,year,ground,mesohabitat,Aspect.x,Slope.x,Elev.x,KDF.x,Shrub_Cov.x,NDVI.x,Solar.x,FID,x_utm,y_utm,long,lat,gender,mass,SVL_mm,tail,tail_mm,ID_heather,geometry,
d,1921,42378,1,459,2016,below,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,24,89,NA,NA,NA,c(808016.586987359, 3891288.86073425)
d,1927,42378,1,1069,2016,above,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,24,89,NA,NA,NA,c(808016.586987359, 3891288.86073425)
d,1923,42378,1,461,2016,below,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,24,89,NA,NA,NA,c(808016.586987359, 3891288.86073425)
d,1919,42378,1,455,2016,below,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,24,89,NA,NA,NA,c(808016.586987359, 3891288.86073425)
d,19161,42378,1,452,2016,below,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,24,89,NA,NA,NA,c(808016.586987359, 3891288.86073425)
d,1920,42378,1,457,2016,below,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,24,89,NA,NA,NA,c(808016.586987359, 3891288.86073425)
d,1917,42378,1,453,2016,below,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,24,89,NA,NA,NA,c(808016.586987359, 3891288.86073425)
d,1915,42378,1,451,2016,below,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,24,89,NA,NA,NA,c(808016.586987359, 3891288.86073425)
d,1912,42378,1,448,2016,below,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,24,89,NA,NA,NA,c(808016.586987359, 3891288.86073425)
d,1914,42378,1,450,2016,below,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,24,89,NA,NA,NA,c(808016.586987359, 3891288.86073425)
d,1911,42378,1,447,2016,below,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,24,89,NA,NA,NA,c(808016.586987359, 3891288.86073425)
p,19091,42378,0,445,2016,above,shrub,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,f,41.5,104,NA,NA,NA,c(808016.586987359, 3891288.86073425)
s,19241,42378,1,475,2016,above,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,f,29.5,96,NA,NA,NA,c(808016.586987359, 3891288.86073425)
s,1925,42378,1,476,2016,above,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,f,29.5,96,NA,NA,NA,c(808016.586987359, 3891288.86073425)
v,1926,42378,1,1068,2016,above,open,256.7590027,12.3146,721,0.0060258,0.000456,0.148646,374248,508,261201.5015,3889201.45,-119.620371,35.117374,m,33.5,93,NA,NA,NA,c(808016.586987359, 3891288.86073425)
93,7432,55327,0,NA,2018,below,shrub,147.529007,4.65874,746,0,0.0019139,0.184861,382490,5888,261221.5015,3889981.45,-119.620377,35.124404,m,38.95,112,regen,165,19,c(807989.537292534, 3892068.91991003)
941,7525,55659,0,NA,2017,below,shrub,135,3.5404799,746,0,0.0068433,0.158323,382029,8697,261221.5015,3890001.45,-119.620383,35.124585,m,44,106,tail tipped,NA,NA,c(807988.307870404, 3892088.98583771)
760,33221,43042,0,NA,2017,below,open,231.5820007,13.0254002,725,0.0036884,0.00286,0.129564,376767,772,261201.5015,3889241.45,-119.620383,35.117734,m,40,111,tail tipped,NA,NA,c(808014.135823946, 3891328.77063464)
d,22221,43374,1,1073,2016,above,open,225,11.4912004,728,0.0020846,0.0029909,0.128131,378938,6390,261201.5015,3889261.45,-119.620388,35.117914,m,24,89,NA,NA,NA,c(808013.001415864, 3891348.72868269)
31,7889,56987,0,NA,2018,below,shrub,225,3.5404799,755,0,0.0005471,0.139973,382886,5312,261221.5015,3890081.45,-119.620406,35.125305,m,32.73,101,regen,82,5,c(807983.496422987, 3892168.80879279)
64,20610,31753,0,NA,2018,below,open,146.3099976,2.5805399,714,0,0.001575,0.252277,381358,4151,261181.5015,3888561.45,-119.620406,35.111604,m,32.48,104,intact,190,8,c(808035.144725248, 3890648.48980645)
100,263,32085,0,NA,2018,above,shrub,135,2.5304899,714,0,0.0013502,0.248191,381012,6625,261181.5015,3888581.45,-119.620411,35.111784,f,NA,98,tipped regen,173,1,c(808034.010391172, 3890668.44784244)
20,32810,32417,0,NA,2018,below,open,143.1300049,3.5763299,715,0,0.0005346,0.242742,381330,2558,261181.5015,3888601.45,-119.620417,35.111964,f,33.69,108,intact,192,11,c(808032.784874847, 3890688.40278167)
v,4108,45366,0,NA,2016,above,shrub,266.1860046,5.36764,738,5.62E-05,0.0026336,0.18427,380221,5715,261201.5015,3889381.45,-119.620423,35.118995,m,33.5,93,NA,NA,NA,c(808005.735309303, 3891468.57245543)
919,8270,58647,0,NA,2017,below,shrub,330.2550049,5.7547402,748,0,0.0053032,0.230127,376628,3930,261221.5015,3890181.45,-119.620435,35.126206,m,43,101,tail whole,NA,NA,c(807977.455535709, 3892268.69768401)
40,72610,34077,0,NA,2018,below,open,63.4348984,1.60105,721,0.0002683,0.0025437,0.24678,380260,1786,261181.5015,3888701.45,-119.620446,35.112865,f,27.54,95,intact,192,17,c(808026.744694943, 3890788.291544)
80,8665,61303,0,NA,2018,below,shrub,209.0549927,10.9261999,760,0,0.0058645,0.216425,381601,6811,261221.5015,3890341.45,-119.620481,35.127647,f,31.75,106,intact,186,4,c(807967.828806918, 3892428.45458811)
j,338,36069,1,1072,2016,above,open,281.3099976,1.82533,722,0.004238,0.0258962,0.22979,380530,5341,261181.5015,3888821.45,-119.620481,35.113946,f,23,92,NA,NA,NA,c(808019.478973643, 3890908.13525772)
v,5359,49018,0,NA,2016,below,shrub,288.4349976,3.39325,736,0,0.0015362,0.222735,380058,1219,261201.5015,3889601.45,-119.620486,35.120977,m,33.5,93,NA,NA,NA,c(807992.519786904, 3891688.30817802)
23,13671,36401,0,NA,2018,below,shrub,296.5650024,3.1996,722,0.0038009,0.0071825,0.243713,379540,8348,261181.5015,3888841.45,-119.620486,35.114126,f,14.2,108,intact,191,21,c(808018.344628184, 3890928.09329812)
o,1558,37065,0,NA,2016,above,shrub,276.3399963,3.23927,721,0.0019275,0.0022273,0.249913,380034,8814,261181.5015,3888881.45,-119.620498,35.114486,m,39.5,106,NA,NA,NA,c(808015.893577391, 3890968.00318569)
7,557,37397,0,436,2018,above,open,243.4349976,3.1996,721,0.0010127,0.0008186,0.251285,381085,5940,261181.5015,3888901.45,-119.620504,35.114667,NA,NA,NA,NA,NA,NA,c(808014.664281847, 3890988.06909402)
t,5571,37397,1,436,2016,above,open,243.4349976,3.1996,721,0.0010127,0.0008186,0.251285,381085,5940,261181.5015,3888901.45,-119.620504,35.114667,m,36,104,NA,NA,NA,c(808014.664281847, 3890988.06909402)
25,5825,50346,0,NA,2018,below,shrub,236.3099976,2.5805399,737,0,0.0397745,0.242932,381799,2825,261201.5015,3889681.45,-119.62051,35.121697,m,35.5,105,intact,195,20,c(807987.617403419, 3891768.12800715)
t,6531,38061,1,435,2016,below,open,270,2.8624101,722,0.000871,0.0152788,0.250313,380476,3043,261181.5015,3888941.45,-119.620515,35.115027,m,36,104,NA,NA,NA,c(808012.30440507, 3891027.98208075)
t,652,38061,1,433,2016,below,open,270,2.8624101,722,0.000871,0.0152788,0.250313,380476,3043,261181.5015,3888941.45,-119.620515,35.115027,m,36,104,NA,NA,NA,c(808012.30440507, 3891027.98208075)
20,1953,38393,0,NA,2018,above,shrub,278.1300049,2.5304899,722,0.0013663,0.0511044,0.251118,380354,8272,261181.5015,3888961.45,-119.620521,35.115207,f,33.69,108,intact,192,11,c(808011.078876646, 3891047.93702605)
919,20501,38725,0,NA,2017,below,open,270,2.1475899,722,0.002243,0.0221657,0.258096,380651,8696,261181.5015,3888981.45,-119.620527,35.115387,m,43,101,tail whole,NA,NA,c(808009.853347598, 3891067.89197169)
35,906,39057,0,437,2018,below,open,276.3399963,3.23927,722,0.0033934,0.0041468,0.259666,380149,3244,261181.5015,3889001.45,-119.620532,35.115567,NA,NA,NA,NA,NA,NA,c(808008.718995106, 3891087.85001481)
t,9062,39057,1,437,2016,below,open,276.3399963,3.23927,722,0.0033934,0.0041468,0.259666,380149,3244,261181.5015,3889001.45,-119.620532,35.115567,m,36,104,NA,NA,NA,c(808008.718995106, 3891087.85001481)
t,908,39057,1,440,2016,below,open,276.3399963,3.23927,722,0.0033934,0.0041468,0.259666,380149,3244,261181.5015,3889001.45,-119.620532,35.115567,m,36,104,NA,NA,NA,c(808008.718995106, 3891087.85001481)
t,907,39057,1,439,2016,below,open,276.3399963,3.23927,722,0.0033934,0.0041468,0.259666,380149,3244,261181.5015,3889001.45,-119.620532,35.115567,m,36,104,NA,NA,NA,c(808008.718995106, 3891087.85001481)
460,6400,52006,0,NA,2017,below,shrub,261.8699951,2.5304899,739,0,0.0024923,0.236657,381251,4363,261201.5015,3889781.45,-119.620538,35.122598,m,37,94,"tail whole, scratches on back",NA,NA,c(807981.667978717, 3891868.01996007)
980,10181,39389,1,1245,2017,below,open,284.0360107,5.8851299,722,0.00446,0.0057429,0.258098,378229,8998,261181.5015,3889021.45,-119.620538,35.115747,m,37,100,"tail tipped, mites",NA,NA,c(808007.493464605, 3891107.80496112)
t,1017,39389,1,444,2016,above,shrub,284.0360107,5.8851299,722,0.00446,0.0057429,0.258098,378229,8998,261181.5015,3889021.45,-119.620538,35.115747,m,36,104,NA,NA,NA,c(808007.493464605, 3891107.80496112)
980,1113,39721,1,1431,2017,below,open,270,7.12502,721,0.0051015,0.007927,0.252524,378061,8539,261181.5015,3889041.45,-119.620544,35.115928,m,37,100,"tail tipped, mites",NA,NA,c(808006.264164197, 3891127.87087183)
u,6620,52670,0,NA,2016,below,shrub,255.9640045,2.95035,739,0,0.0258995,0.226074,381307,8928,261201.5015,3889821.45,-119.62055,35.122958,m,26,82,NA,NA,NA,c(807979.216776151, 3891907.92988003)
620,6834,53334,0,NA,2017,below,shrub,240.9450073,3.6817801,740,0,0.0533688,0.217714,381717,1945,261201.5015,3889861.45,-119.620561,35.123319,m,30,92,tail whole,NA,NA,c(807976.852969637, 3891947.9538629)
64,1412,40717,1,2257,2018,above,shrub,285.2550049,4.0760598,722,0.005051,0.0133961,0.217455,379379,3144,261181.5015,3889101.45,-119.620561,35.116468,m,32.48,104,intact,190,8,c(808002.67874321, 3891187.73881096)
40,6939,53666,0,NA,2018,below,shrub,263.6600037,3.23927,741,0,0.0536103,0.205438,381066,9544,261201.5015,3889881.45,-119.620567,35.123499,f,27.54,95,intact,192,17,c(807975.627365956, 3891967.90882406)
93,1536,41049,0,428,2018,above,shrub,306.8699951,3.5763299,721,0.0052298,0.0080101,0.231536,378782,6261,261181.5015,3889121.45,-119.620567,35.116648,m,38.95,112,regen,165,19,c(808001.453209371, 3891207.69375896)
s,15361,41049,1,428,2016,above,shrub,306.8699951,3.5763299,721,0.0052298,0.0080101,0.231536,378782,6261,261181.5015,3889121.45,-119.620567,35.116648,f,29.5,96,NA,NA,NA,c(808001.453209371, 3891207.69375896)
40,2806,41381,0,NA,2018,above,shrub,324.4620056,3.0775199,720,0.0059966,0.0176839,0.243385,378601,8922,261181.5015,3889141.45,-119.620573,35.116828,f,27.54,95,intact,192,17,c(808000.227674907, 3891227.6487073)
s,1698,41713,1,425,2016,above,shrub,324.4620056,3.0775199,719,0.0067426,0.0901432,0.224469,378230,5929,261181.5015,3889161.45,-119.620579,35.117009,f,29.5,96,NA,NA,NA,c(807998.99837047, 3891247.71462005)
d,1787,42045,1,426,2016,above,shrub,284.0360107,2.95035,718,0.0069032,0.0325708,0.20221,378963,1439,261181.5015,3889181.45,-119.620584,35.117189,m,24,89,NA,NA,NA,c(807997.864010113, 3891267.67266621)
d,1795,42045,1,1067,2016,below,open,284.0360107,2.95035,718,0.0069032,0.0325708,0.20221,378963,1439,261181.5015,3889181.45,-119.620584,35.117189,m,24,89,NA,NA,NA,c(807997.864010113, 3891267.67266621)
d,17943,42045,1,1059,2016,above,shrub,284.0360107,2.95035,718,0.0069032,0.0325708,0.20221,378963,1439,261181.5015,3889181.45,-119.620584,35.117189,m,24,89,NA,NA,NA,c(807997.864010113, 3891267.67266621)
v,1793,42045,1,443,2016,above,open,284.0360107,2.95035,718,0.0069032,0.0325708,0.20221,378963,1439,261181.5015,3889181.45,-119.620584,35.117189,m,33.5,93,NA,NA,NA,c(807997.864010113, 3891267.67266621)
v,1790,42045,1,432,2016,below,open,284.0360107,2.95035,718,0.0069032,0.0325708,0.20221,378963,1439,261181.5015,3889181.45,-119.620584,35.117189,m,33.5,93,NA,NA,NA,c(807997.864010113, 3891267.67266621)
v,1791,42045,1,438,2016,below,open,284.0360107,2.95035,718,0.0069032,0.0325708,0.20221,378963,1439,261181.5015,3889181.45,-119.620584,35.117189,m,33.5,93,NA,NA,NA,c(807997.864010113, 3891267.67266621)
v,1789,42045,1,430,2016,below,open,284.0360107,2.95035,718,0.0069032,0.0325708,0.20221,378963,1439,261181.5015,3889181.45,-119.620584,35.117189,m,33.5,93,NA,NA,NA,c(807997.864010113, 3891267.67266621)
v,1792,42045,1,442,2016,above,open,284.0360107,2.95035,718,0.0069032,0.0325708,0.20221,378963,1439,261181.5015,3889181.45,-119.620584,35.117189,m,33.5,93,NA,NA,NA,c(807997.864010113, 3891267.67266621)
v,1788,42045,1,427,2016,above,open,284.0360107,2.95035,718,0.0069032,0.0325708,0.20221,378963,1439,261181.5015,3889181.45,-119.620584,35.117189,m,33.5,93,NA,NA,NA,c(807997.864010113, 3891267.67266621)
40,7339,54994,0,NA,2018,below,shrub,174.8059998,7.86096,744,0,0.0075774,0.162884,382710,8768,261201.5015,3889961.45,-119.62059,35.12422,f,27.54,95,intact,192,17,c(807970.812342473, 3892047.84273366)
901,1901,42377,0,429,2017,above,shrub,245.5559998,4.3187199,718,0.0063012,0.0027279,0.181241,379870,4423,261181.5015,3889201.45,-119.62059,35.117369,f,23.5,88,tail whole,NA,NA,c(807996.638473561, 3891287.62761557)
d,1902,42377,1,434,2016,above,shrub,245.5559998,4.3187199,718,0.0063012,0.0027279,0.181241,379870,4423,261181.5015,3889201.45,-119.62059,35.117369,m,24,89,NA,NA,NA,c(807996.638473561, 3891287.62761557)
d,1906,42377,1,1062,2016,above,open,245.5559998,4.3187199,718,0.0063012,0.0027279,0.181241,379870,4423,261181.5015,3889201.45,-119.62059,35.117369,m,24,89,NA,NA,NA,c(807996.638473561, 3891287.62761557)
d,19051,42377,1,1061,2016,above,open,245.5559998,4.3187199,718,0.0063012,0.0027279,0.181241,379870,4423,261181.5015,3889201.45,-119.62059,35.117369,m,24,89,NA,NA,NA,c(807996.638473561, 3891287.62761557)
d,1903,42377,1,441,2016,above,shrub,245.5559998,4.3187199,718,0.0063012,0.0027279,0.181241,379870,4423,261181.5015,3889201.45,-119.62059,35.117369,m,24,89,NA,NA,NA,c(807996.638473561, 3891287.62761557)
d,1908,42377,1,1066,2016,above,shrub,245.5559998,4.3187199,718,0.0063012,0.0027279,0.181241,379870,4423,261181.5015,3889201.45,-119.62059,35.117369,m,24,89,NA,NA,NA,c(807996.638473561, 3891287.62761557)
v,19012,42377,1,429,2016,above,shrub,245.5559998,4.3187199,718,0.0063012,0.0027279,0.181241,379870,4423,261181.5015,3889201.45,-119.62059,35.117369,m,33.5,93,NA,NA,NA,c(807996.638473561, 3891287.62761557)
v,1904,42377,1,1060,2016,above,open,245.5559998,4.3187199,718,0.0063012,0.0027279,0.181241,379870,4423,261181.5015,3889201.45,-119.62059,35.117369,m,33.5,93,NA,NA,NA,c(807996.638473561, 3891287.62761557)
v,1907,42377,1,1063,2016,above,open,245.5559998,4.3187199,718,0.0063012,0.0027279,0.181241,379870,4423,261181.5015,3889201.45,-119.62059,35.117369,m,33.5,93,NA,NA,NA,c(807996.638473561, 3891287.62761557)
v,2022,42709,1,431,2016,above,shrub,220.9140015,7.0719199,719,0.0051902,0.0001094,0.167488,380498,328,261181.5015,3889221.45,-119.620596,35.117549,m,33.5,93,NA,NA,NA,c(807995.412936384, 3891307.58256526)
35,7524,55658,0,NA,2018,below,shrub,156.8009949,2.7251401,747,0,0.0021362,0.150029,382588,6307,261201.5015,3890001.45,-119.620602,35.12458,NA,NA,NA,NA,NA,NA,c(807968.361127819, 3892087.7526597)
v,75241,55658,0,NA,2016,below,open,156.8009949,2.7251401,747,0,0.0021362,0.150029,382588,6307,261201.5015,3890001.45,-119.620602,35.12458,m,33.5,93,NA,NA,NA,c(807968.361127819, 3892087.7526597)
64,3634,44037,0,NA,2018,above,shrub,216.8699951,7.12502,732,0.0002429,0.0001147,0.163155,381900,2008,261181.5015,3889301.45,-119.620619,35.11827,m,32.48,104,intact,190,8,c(807990.598186163, 3891387.51642864)
1337,7888,56986,0,NA,2018,below,shrub,258.6900024,5.4612598,753,0,0.0013172,0.150286,381067,2703,261201.5015,3890081.45,-119.620625,35.1253,m,41.79,107,intact,202,29,c(807963.5498573, 3892167.57561326)
540,3744,44369,0,NA,2017,above,shrub,230.7109985,5.07621,733,5.71E-05,0.0009236,0.170105,381818,4669,261181.5015,3889321.45,-119.620625,35.11845,NA,NA,NA,NA,NA,NA,c(807989.372645649, 3891407.47138002)
64,37441,44369,0,NA,2018,below,open,230.7109985,5.07621,733,5.71E-05,0.0009236,0.170105,381818,4669,261181.5015,3889321.45,-119.620625,35.11845,m,32.48,104,intact,190,8,c(807989.372645649, 3891407.47138002)
620,3860,44701,0,NA,2017,above,shrub,244.9830017,5.90657,734,3.38E-05,0.000109,0.172184,380952,4682,261181.5015,3889341.45,-119.620631,35.11863,m,30,92,tail whole,NA,NA,c(807988.14710451, 3891427.42633174)
o,327,32416,0,NA,2016,above,shrub,180,2.8624101,716,0,0.0004663,0.244301,381829,7892,261161.5015,3888601.45,-119.620636,35.111959,m,39.5,106,NA,NA,NA,c(808012.835032495, 3890687.16971861)
64,8129,57982,0,NA,2018,below,shrub,294.4440002,8.5889301,749,0,0.0013004,0.221571,375723,6862,261201.5015,3890141.45,-119.620642,35.125841,m,32.48,104,intact,190,8,c(807959.960418115, 3892227.5545705)
44,398,32748,0,NA,2018,above,shrub,180,3.5763299,717,0,0.0160885,0.245797,382004,6404,261161.5015,3888621.45,-119.620642,35.11214,m,32.7,98,kinked,176,6,c(808011.605790938, 3890707.23562185)
99,473,33080,0,NA,2018,above,shrub,180,5.0006399,718,0,0.0135766,0.249503,382170,7597,261161.5015,3888641.45,-119.620648,35.11232,f,22.79,92,intact,178,3,c(808010.380317563, 3890727.19056142)
l,636,33744,0,NA,2016,above,shrub,180,1.4321001,721,1.16E-05,0.0003425,0.243985,381602,7692,261161.5015,3888681.45,-119.620659,35.11268,uk,NA,NA,NA,NA,NA,c(808008.020549346, 3890767.10353848)
130,2991,47025,1,2948,2018,below,open,282.9949951,4.7666001,733,0.0007699,0.0358504,0.210237,379288,7177,261181.5015,3889481.45,-119.620671,35.119891,m,24.83,101,intact,210,30,c(807979.746874209, 3891567.22816163)
i,4800,47357,0,NA,2016,above,shrub,270,4.2891502,733,0.0006025,0.0296495,0.216355,380165,5427,261181.5015,3889501.45,-119.620677,35.120071,f,23.5,93,NA,NA,NA,c(807978.521327658, 3891587.18311605)
39,1005,35072,0,NA,2018,above,shrub,239.0359955,2.0871301,721,0.0023076,0.0130265,0.23514,381283,2954,261161.5015,3888761.45,-119.620682,35.113401,f,32.24,102,dropped,196,28,c(808003.206054489, 3890847.03736377)
9,10051,35072,0,NA,2018,below,shrub,239.0359955,2.0871301,721,0.0023076,0.0130265,0.23514,381283,2954,261161.5015,3888761.45,-119.620682,35.113401,f,26.85,94,intact,196,2,c(808003.206054489, 3890847.03736377)
540,8546,60306,0,NA,2017,below,shrub,203.7489929,9.6873703,746,0,0.0316052,0.218141,381596,6383,261201.5015,3890281.45,-119.620683,35.127102,NA,NA,NA,NA,NA,NA,c(807951.468507764, 3892367.35340043)
439,8589,60638,0,NA,2017,below,shrub,205.8209991,12.1470003,749,0,0.0319042,0.21787,380135,6643,261201.5015,3890301.45,-119.620689,35.127282,f,32,89,tail tipped?,NA,NA,c(807950.242890135, 3892387.30836869)
22,5134,48353,0,NA,2018,below,shrub,243.4349976,3.1996,734,6.78E-05,0.0001501,0.228651,381469,8383,261181.5015,3889561.45,-119.620694,35.120612,f,28.94,97,intact,190,27,c(807974.932086231, 3891647.16204261)
j,335,36068,1,418,2016,above,shrub,284.0360107,2.95035,722,0.004041,0.0359117,0.230455,380077,1961,261161.5015,3888821.45,-119.6207,35.113941,f,23,92,NA,NA,NA,c(807999.52961811, 3890906.90219058)
j,3372,36068,1,1065,2016,above,shrub,284.0360107,2.95035,722,0.004041,0.0359117,0.230455,380077,1961,261161.5015,3888821.45,-119.6207,35.113941,f,23,92,NA,NA,NA,c(807999.52961811, 3890906.90219058)
j,3364,36068,1,1064,2016,above,shrub,284.0360107,2.95035,722,0.004041,0.0359117,0.230455,380077,1961,261161.5015,3888821.45,-119.6207,35.113941,f,23,92,NA,NA,NA,c(807999.52961811, 3890906.90219058)
4,1655,37396,0,NA,2018,above,shrub,251.5650024,2.2636399,720,0.0007136,0.0061229,0.249633,380895,3628,261161.5015,3888901.45,-119.620723,35.114662,f,30.43,105,intact tipped,193,14,c(807994.715103412, 3890986.83602535)
64,5824,50345,0,NA,2018,below,shrub,237.529007,4.65874,736,0,0.048544,0.248532,381614,9140,261181.5015,3889681.45,-119.620729,35.121693,m,32.48,104,intact,190,8,c(807967.666181993, 3891767.00584358)
t,611,37728,1,424,2016,below,open,258.6900024,3.64697,721,0.0005491,0.0004926,0.248207,380592,9035,261161.5015,3888921.45,-119.620729,35.114842,m,36,104,NA,NA,NA,c(807993.489620655, 3891006.79096964)
30,18521,38060,0,NA,2018,below,open,270,4.2891502,721,0.000817,0.0023674,0.24586,379905,840,261161.5015,3888941.45,-119.620734,35.115022,m,33.79,103,intact,212,7,c(807992.355315061, 3891026.7490112)
740,6057,51009,0,NA,2017,below,shrub,236.3099976,2.5805399,737,0,0.025891,0.253203,381805,8710,261181.5015,3889721.45,-119.62074,35.122053,NA,NA,NA,NA,NA,NA,c(807965.306244841, 3891806.9188567)
t,9041,39056,1,422,2016,above,shrub,291.0379944,4.9751902,721,0.0030357,0.0484282,0.2522,378511,3087,261161.5015,3889001.45,-119.620752,35.115563,m,36,104,NA,NA,NA,c(807988.675091544, 3891086.72481117)
t,905,39056,1,1056,2016,above,shrub,291.0379944,4.9751902,721,0.0030357,0.0484282,0.2522,378511,3087,261161.5015,3889001.45,-119.620752,35.115563,m,36,104,NA,NA,NA,c(807988.675091544, 3891086.72481117)
t,903,39056,1,419,2016,above,shrub,291.0379944,4.9751902,721,0.0030357,0.0484282,0.2522,378511,3087,261161.5015,3889001.45,-119.620752,35.115563,m,36,104,NA,NA,NA,c(807988.675091544, 3891086.72481117)
56,1015,39388,0,420,2018,above,shrub,299.7449951,5.7547402,719,0.0039667,0.030345,0.253327,377154,7464,261161.5015,3889021.45,-119.620758,35.115743,m,33.73,100,intact,210,9,c(807987.449605447, 3891106.67975716)
